P(Xi|Zj) from Matt,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,SUM,,1,2,3,4,5,6,7
1.53E+11,1.53E+11,2.77E+11,2.77E+11,1.53E+11,1.53E+11,2.77E+11,1.44E+12,,0.11,0.11,0.19,0.19,0.11,0.11,0.19
174088696.5,1014781.282,11108158.06,35439.9091,1114103.698,8816649.341,1148326.494,1.97E+08,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
40870796.26,238240.165,2607861.82,8320.226037,261558.0804,2069884.412,269592.565,4.63E+07,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
3227671154,1832563139,199003236.1,199003236.2,3227671155,1832563139,199003235.9,1.07E+10,,0.30,0.17,0.02,0.02,0.30,0.17,0.02
41589554196,4530963825,2637299768,8.27E+11,4530963830,4530963820,2637299768,8.87E+11,,0.05,0.01,0.00,0.93,0.01,0.01,0.00
3143014845,18320963.36,200547803.4,639835.6852,20114140.27,159176674.4,20732002.07,3.56E+09,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
15227811.96,8645839.541,938876.2717,938876.2727,15227811.98,8645839.541,938876.2707,5.06E+07,,0.30,0.17,0.02,0.02,0.30,0.17,0.02
59793627.67,348543.3313,3815279.685,12172.41999,382657.2491,3028223.306,394411.6315,6.78E+07,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
345202.3067,2705563.976,11015.16796,35.14322981,1655.354431,26051.01781,1138.713471,3.09E+06,,0.11,0.88,0.00,0.00,0.00,0.01,0.00
53497.31648,419291.556,1707.06254,5.44628024,256.5365841,4037.2255,176.4707645,4.79E+05,,0.11,0.88,0.00,0.00,0.00,0.01,0.00
6.073856225,47.60456776,0.193812571,0.000618347,0.029126065,0.458369291,0.020035735,5.44E+01,,0.11,0.88,0.00,0.00,0.00,0.01,0.00
10335806546,60248501.03,659501593.8,2104100.104,66145364.54,523452606.7,68177203.51,1.17E+10,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
4822815.466,4822815.444,879870983.3,2807175.367,44268449.68,4822815.45,90958298.89,1.03E+09,,0.00,0.00,0.85,0.00,0.04,0.00,0.09
99412151783,11442168869,12562079052,399602784,12562079041,99412151783,11442168888,2.47E+11,,0.40,0.05,0.05,0.00,0.05,0.40,0.05
1.23E+13,1.34E+12,7.79E+11,1.23E+13,1.34E+12,1.34E+12,7.79E+11,3.02E+13,,0.41,0.04,0.03,0.41,0.04,0.04,0.03
216366903.8,1261225.389,13805823.21,44046.64725,1384668.692,10957811.5,1427202.645,2.45E+08,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
9091.837241,71258.35153,290.1142674,0.925592098,43.59824038,686.1240801,29.99110187,8.14E+04,,0.11,0.88,0.00,0.00,0.00,0.01,0.00
1187485881,6921979.831,75770461.45,241741.0926,7599473.362,60139726.62,7832912.337,1.35E+09,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
4.284979186,36.31216438,0.133176938,0.000403566,0.025693732,0.620012633,2.114239939,4.35E+01,,0.10,0.83,0.00,0.00,0.00,0.01,0.05
2.58E+12,2.58E+12,4.68E+12,4.68E+12,2.58E+12,2.58E+12,4.68E+12,2.44E+13,,0.11,0.11,0.19,0.19,0.11,0.11,0.19
5850119640,5850119619,1.07E+12,3405129616,53698037833,5850119626,1.10E+11,1.25E+12,,0.00,0.00,0.85,0.00,0.04,0.00,0.09
1623164.574,12845189.28,51633.25916,16183743.65,253634024.8,1478459.347,51633.25916,2.86E+08,,0.01,0.04,0.00,0.06,0.89,0.01,0.00
1517880512,861801510.6,93585473.74,93585473.84,1517880514,861801510.5,93585473.62,5.04E+09,,0.30,0.17,0.02,0.02,0.30,0.17,0.02
18181948315,18181948296,1.67E+11,10583012796,1.67E+11,18181948315,18181948351,4.17E+11,,0.04,0.04,0.40,0.03,0.40,0.04,0.04
15967900015,15967899981,2.91E+12,9294300417,1.47E+11,15967899997,3.01E+11,3.42E+12,,0.00,0.00,0.85,0.00,0.04,0.00,0.09
